N° progressivo;N° catalogo;Conferente;Anno;ID Par;Paragrafo;ID Arg;Argomento;ID Sub;Subargomento;ID TL;Tipo lotto;Simbolo;N° pezzi;Descrizione;Immagine;Col;B/N;Virata;Seppia;Foto;FG;GF;Colore;Titolo;Codice magazzino;Codice committente;Ragione sociale;Nota carico;Prezzo base;Off te 1;Offerta1;Off te 2;Offerta2;Off te 3;Offerta3;Off te 4;Offerta 4;Vincente;ad Euro;Riferimento Sassone;Indirizzo;Indirizzo 1
19003;182;;1863;;ITALIA REGNO;;;;;;Senza gomma;;1;Vittorio Emanuele II cent. 15 (N. 11), blocco di 6 esempl. "prova di stampa". Doppia stampa in azzurro ed in nero con stampa parziale in nero anche al verso. Non comune il blocco di 6. Foto.;;1;0;0;0;0;0;;;;;;;;€ 225,00;;;;;;0;;;;;0011;;
19005;183;;1863;;ITALIA REGNO;;;;;;Senza gomma;;1;Saggio in azzurro del (cent. 15) litografato, senza diciture, su carta sottile (tipo N. 12). Raro, firmato Sorani. Foto.;;1;0;0;0;0;0;;;;;;;;€ 300,00;;;;;;0;;;;;0012;;
19006;184;;1863;;ITALIA REGNO;;;;;;Senza gomma;;1;Saggio in nero del (cent. 15) litografato, senza le diciture, su carta sottile (tipo N. 12). Raro, firmato Sorani. Foto.;;1;0;0;0;0;0;;;;;;;;€ 300,00;;;;;;0;;;;;0012;;
19007;185;;1863;;ITALIA REGNO;;;;;;Senza gomma;;1;Saggio in nero del cent. 15 litografato I tipo (tipo N. 12), coppia orizzontale firmata Sorani. Rara. Foto.;;1;0;0;0;0;0;;;;;;;;€ 350,00;;;;;;0;;;;;0012;;
19888;0;;;;;;;;;;;;1;;;1;0;0;0;0;0;;;;;;;;€ 0,00;;;;;;0;;;;;;;
19036;2;33;1850;;ANTICHI STATI;;Lombardo Veneto;;;;Usato;;1;Stemma cent. 5 arancio/ giallo arancio (N. 1), Ottima conservazione. Catal. € 250,00 per la tinta più comune.;;1;0;0;0;0;0;;;;;;;;€ 85,00;;;;;;0;;;;;0001;;
19037;3;33;1850;;ANTICHI STATI;;Lombardo Veneto;;;;Usato;;1;Stemma cent. 10 carta a mano (N. 2), ottima conservazione e margini. Catal. € 250,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0002;;
19038;18;33;1862;;ANTICHI STATI;;Lombardo Veneto;;;;Usato;;1;Effigie Francesco Giuseppe 3 s. (N. 35), buona conservazione. Catal. € 185,00.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;0035;;
19039;20;33;1863;;ANTICHI STATI;;Lombardo Veneto;;;;Usato;;1;Stemma 2 s. (N. 36), buona conservazione. Catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0036;;
19040;41;33;1858;;ANTICHI STATI;;Napoli;;;;Usato;;1;2 g III tavola con la varietà di incisione "angolo inferiore destro incompleto" (N. 7 l). Buona conservazione. Catal. € 160,00;;1;0;0;0;0;0;;;;;;;;€ 55,00;;;;;;0;;;;;007l;;
19041;61;33;1859/61;;ANTICHI STATI;;Napoli;;;;Usato;;1;Falso dell'epoca - 2 g violetto (F 2b), splendida conservazione, firmato A. Diena. Catal. € 350,00.;;1;0;0;0;0;0;;;;;;;;€ 110,00;;;;;;0;;;;;F2;;
19042;117;33;1859;;ANTICHI STATI;;Romagne;;;;Senza gomma;;1;Prova del 3 b su carta giallo paglierino, senza gomma all'origine. Firma Em. Diena + firma e classifica Sorani. Catal. € 850,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 280,00;;;;;;0;;;;;P9;;
19043;72;33;1857/59;;ANTICHI STATI;;Parma;;;;Nuovo con linguella;;1;Stemma cent. 15 vermiglio chiaro (N. 9 a). Catal. € 650,00.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0019;;
19044;35;33;1853;;ANTICHI STATI;;Modena;;Segnatasse per giornali;;Frammento;;1;Segnatasse per giornali - cent. 9 violetto grigio (N. 2) su frammento. Catal. € 145,00.;;1;0;0;0;0;0;;;;;;;;€ 45,00;;;;;;0;;;;;0002;;
19045;22;33;1864;;ANTICHI STATI;;Lombardo Veneto;;;;Usato;;1;Stemma 15 s dent. 9 1/2 (N. 45), molto fresco. Catal. € 275,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0045;;
19046;9;33;1851;;ANTICHI STATI;;Lombardo Veneto;;;;Usato;;1;Stemma cent. 30, carta a coste verticali (N. 16). Firma e classifica Sorani. Catal. € 220,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0016;;
19047;5;33;1850;;ANTICHI STATI;;Lombardo Veneto;;;;Usato;;1;Stemma cent. 15 con filigrana (N. 6), presenta naturale piega orizzontale di carta.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0006;;
19048;33;33;1852;;ANTICHI STATI;;Modena;;;;nuovo senza linguella + nuovo con linguella;;1;Stemma L. 1 (N. 11) in quartina con vistoso difetto nella stampa della cornice del francobollo superiore sinistro. Bordo di foglio in alto. Un esemplare firmato Sorani. Rara. Foto.;;1;0;0;0;0;0;;;;;;;;€ 230,00;;;;;;0;;;;;0011;;
19049;205;;1879;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Effigie Umberto, quartina L. 2 (N. 43), ottima qualità, buona centratura, bordo superiore di foglio. Catal. € 800,00++. Foto.;;1;0;0;0;0;0;;;;;;;;€ 275,00;;;;;;0;;;;;0043;;
19050;206;;1879;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Umberto L. 2 (N. 43). Molto bello, ottima centratura. Catal. € 120,00;;1;0;0;0;0;0;;;;;;;;€ 45,00;;;;;;0;;;;;0043;;
19051;207;;1889;;ITALIA REGNO;;;;;;Usato;;1;Umberto, la seconda serie (N. 44/ 49), annulli dell'epoca. Catal. € 1.600,00.;;1;0;0;0;0;0;;;;;;;;€ 500,00;;;;;;0;;;;;0044;;
19052;208;;1889;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Effigie Umberto cent. 45 (N. 46), molto fresco, firmato A. Diena. Catal. € 3.000,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 900,00;;;;;;0;;;;;0046;;
19053;209;;1889;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Umberto cent. 60 (N. 47) con evidente macchia di stampa sul capo del Sovrano. Rara varietà occasionale. Firmato A. Diena. Foto.;;1;0;0;0;0;0;;;;;;;;€ 75,00;;;;;;0;;;;;0047;;
19054;210;;1889;;ITALIA REGNO;;;;;;Usato;;1;Umberto L. 5 verde e carminio (N. 49). Leggero ingiallimento, ininfluente su esemplari annullati. Catal. € 1.500,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 450,00;;;;;;0;;;;;0049;;
19055;211;;1890;;ITALIA REGNO;;;;;;Usato;;1;Soprast. "Valevoli per le stampe" (N. 50/ 55). Catal. € 200,00.;;1;0;0;0;0;0;;;;;;;;€ 65,00;;;;;;0;;;;;0050;;
19056;212;;1890/91;;ITALIA REGNO;;;;;;Nuovo con linguella + Usato;;1;Umberto I soprast. (N. 56/ 58). Il N. 56 è linguellato. Molto belli, catal. € 103,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0056;;
19057;213;;1891/96;;ITALIA REGNO;;;;;;Senza gomma;;1;Stemma cent. 5 (N. 59). Ottima qualità, firmato A. Diena. Catal. € 110,00 come senza gomma.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0059;;
19058;214;;1891/96;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Umberto cent. 10 - 20 - 25 - 45 (N. 60/ 63) in quartine. Ottima qualità, catal. € 480,00++.;;1;0;0;0;0;0;;;;;;;;€ 160,00;;;;;;0;;;;;0060;;
19059;215;;1891/96;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Umberto L. 5 (N. 64). Catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0064;;
19060;216;;1891/96;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Umberto L. 5 carminio e azzurro (N. 64), dentell. Spostata verso l'alto (a tagliare a metà le parole "cinque lire"). Non comune. Foto.;;1;0;0;0;0;0;;;;;;;;€ 115,00;;;;;;0;;;;;0064;;
19061;217;;1891/96;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Umberto, quartina del L. 5 (N. 64) con le varietà di stampa "colore azzurro spostato" e di dentellatura (spostato verso il basso). Rara combinazione di 2 varietà, ottima qualità. Foto.;;1;0;0;0;0;0;;;;;;;;€ 400,00;;;;;;0;;;;;0064;;
19209;365;;1944;;LUOGOTENENZA;;;;;;Senza gomma;;1;Lupa senza filigrana, non dentellato (N. 515 Ar), bordo di foglio. Catal. € 90,00.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0515Ar;;
19062;218;;1901;;ITALIA REGNO;;;;;;Senza gomma;;1;Floreale cent. 2 (N. 69), prova su carta grigiastra, senza filigrana e senza gomma all'origine, non dentellato. Ottima qualità, certific. Raybaudi. Rara. Foto.;;1;0;0;0;0;0;;;;;;;;€ 750,00;;;;;;0;;;;;0069;;
19063;219;;1901;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Floreale cent. 5 (N. 70) in quartina. Ottima qualità, centratura discreta. Catal. € 1.100,00++. Foto.;;1;0;0;0;0;0;;;;;;;;€ 350,00;;;;;;0;;;;;0070;;
19064;220;;1901;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Floreale cent. 5 (N. 70) dentellatura superiore fortemente spostata verso il basso. Varietà rara e non catalogata. Ottima qualità. Foto.;;1;0;0;0;0;0;;;;;;;;€ 300,00;;;;;;0;;;;;0070;;
19065;221;;1901;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Floreale cent. 5, due prove: in violetto ed in verde oliva (tipo del N. 70). Rare, ciascuna con certific. Raybaudi.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0070;;
19066;222;;1901;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Floreale cent. 10 (N. 71), ottima qualità, centratura discreta. Catal. € 375,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0071;;
19067;223;;1901;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Floreale, coppia orizzontale del cent. 10 (N. 71). Ottima conservazione, centratura abituale, entrambi firmati Sorani. Catal. € 750,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 220,00;;;;;;0;;;;;0071;;
19068;224;;1901;;ITALIA REGNO;;;;;;Usato;;1;Floreale cent. 20 (N. 72), dentell. verticale fortemente spostata verso sinistra.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;0072;;
19069;225;;1901;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Floreale cent. 20, in coppia, prova d'archivio non dentellata (N. P 72). Ottima qualità, catal. € 675,00.;;1;0;0;0;0;0;;;;;;;;€ 250,00;;;;;;0;;;;;0072;;
19070;226;;1901;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Floreale cent. 25 (N. 73), molto ben centrato. Catal. € 875,00 per una buona centratura, € 3.500,00 per l'ottima centratura. Foto.;;1;0;0;0;0;0;;;;;;;;€ 325,00;;;;;;0;;;;;0073;;
19071;227;;1901;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Floreale cent. 25 (N. 73), centratura buona, bordo di foglio, firmato Raybaudi + Sorani. Catal. € 875,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 260,00;;;;;;0;;;;;0073;;
19072;228;;1901;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Floreale cent. 40 (N. 74) splendidia conservazione. Buona centratura, firmato Raybaudi + certific. Sorani. Catal. € 2.500,00+. Foto.;;1;0;0;0;0;0;;;;;;;;€ 825,00;;;;;;0;;;;;0074;;
19073;229;;1901;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Floreale cent. 50 (N. 76), centratura molto buona, leggermente difettoso nella dentellatura. Catal. € 1.200,00+.;;1;0;0;0;0;0;;;;;;;;€ 150,00;;;;;;0;;;;;0076;;
19074;230;;1901;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Floreale L. 1 (N. 77) in qurtina. Catal. € 60,00 circa.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;0077;;
19075;231;;1901;;ITALIA REGNO;;;;;;Senza gomma;;1;Floreale L. 1 non dentellato e con ornato fortemente spostato (N. 77 o - nota). Raro con spostamento così evidente. Foto.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0077o;;
19076;232;;1905;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Floreale cent. 15 su 20 (N. 79), ottima qualità, centratura molto buona. Catal. E 225,00++.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0079;;
19077;233;;1905;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Floreale cent. 15 su 20 con soprast. Fortemente spostata così da essere 15...c anziché c. 15 (N. 79 d). Ottima qualità, centratura molto buona rispetto alla norma. Catal. € 450,00+. Foto.;;1;0;0;0;0;0;;;;;;;;€ 160,00;;;;;;0;;;;;0079d;;
19078;235;;1906;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Leoni cent. 5 (N. 81), doppia dentellatura solo in alto, bordo di foglio in alto.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0081;;
19079;236;;1906;;ITALIA REGNO;;;;;;Usato;;1;Leoni cent. 5 (N. 81), dentell. inferiore fortemente spostata verso il basso + doppia dentell. superiore. Varietà d'effetto, non catalogata. Foto.;;1;0;0;0;0;0;;;;;;;;€ 85,00;;;;;;0;;;;;0081;;
19080;234;;1906;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Leoni cent. 5 e cent. 10 (N. 81/ 82) con filigrana capovolta. Varietà non catalogata.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;0081;;
19081;237;;1906;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Leoni cent. 5 doppia stampa (N. 81 b). Ottima qualità, bordo di foglio, firmato G. Bolaffi. Catal. € 120,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0081b;;
19082;240;;1906;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Tipo Leoni cent. 10, coppia di esempl. non dentell. (N. 82 e). Ottima qualità, catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0082e;;
19083;241;;1906;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Leoni cent. 10, coppia verticale non dentell. orizzontalemnete (2 x N. 82 g). Catal. € 180,00.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;0082g;;
19084;238;;1906/26;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Michetti - Leoni - Piacevole insieme di 8 esempl. con evidente decalco: N. 82 - 83 - 84 - 112 - 127 - 185 - 204 - 205. Catal. € 345,00. Inoltre 2 esempl. difettosi e non calcolati.;;1;0;0;0;0;0;;;;;;;;€ 115,00;;;;;;0;;;;;0082;;
19085;239;;1906;;ITALIA REGNO;;;;;;Documento;;1;Francobolli Moneta - Capsula in alluminio e celluloide con al verso pubblicità Pirelli. Inserito un esempl. cent. 10 Leoni (N. 82) ed utilizzata come moneta d'emergenza. Non comune. Foto.;;1;0;0;0;0;0;;;;;;;;€ 65,00;;;;;;0;;;;;0082;;
19086;242;;1909;;ITALIA REGNO;;;;;;Senza gomma;;1;Michetti cent. 15 (N. 86), prova di macchina su carta beige, non dentellata, senza filigrana, senza gomma all'origine. Minima screpolatura (originale della carta) per il resto di ottima qualità. Rara.;;1;0;0;0;0;0;;;;;;;;€ 135,00;;;;;;0;;;;;0086;;
19116;273;;1927;;ITALIA REGNO;;;;;;Senza gomma;;1;Effigie Vitt. Emanuele II cent. 50 (N. 218 h), non dentellato. Senza gomma.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0218h;;
19117;274;;1928;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Milizia II serie (N. 220/ 23). Catal. € 325,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0220;;
19118;278;;1928;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;E. Filiberto 10 val (N. 226/ 29 + 233/ 38), discreta centratura. Catal. € 240,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0226;;
19119;275;;1928;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Milizia II serie (N. 220/ 23). Catal. € 130,00.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;;0220;;
19120;280;;1928;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;E. Filiberto cent. 20 - 25 - 30 - dent. 13 3/4 (N. 230/ 32), linguella leggerissima. Catal. € 280,00.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0230;;
19121;281;;1929;;ITALIA REGNO;;;;;;Usato;;1;Imperiale (N. 242 A/ 61). Annulli dell'epoca. Catal. € 115,00.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;;0242A;;
19122;269;;1927;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Effigie L. 1,85 non dentellato a sinistra (N. 215 g). Ottima qualità, bordo di foglio a sinistra, catal. € 600,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0215g;;
19123;276;;1928;;ITALIA REGNO;;;;;;Senza gomma;;1;Milizia II serie (N. 220/ 23), i 4 val. con soprastampa "saggio" in rosso - splendidi, tutti bordo di foglio.;;1;0;0;0;0;0;;;;;;;;€ 110,00;;;;;;0;;;;;0220;;
19124;277;;1928;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Em. Filiberto cent. 20 (N. 226) in quartina in cui i due esempl. a sinistra presentano doppia dentellatura verticale, inoltre doppia dentellatura orizzontale in basso. Certific. Sorani. Insieme molto raro. Foto.;;1;0;0;0;0;0;;;;;;;;€ 550,00;;;;;;0;;;;;0226;;
19125;279;;1928;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Em. Filiberto, i 3 val. con dentell. 13 3/4 (N. 230/ 32). Catal. € 1.120,00.;;1;0;0;0;0;0;;;;;;;;€ 350,00;;;;;;0;;;;;0230;;
19126;282;;1929;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Imperiale cent. 25, due esempl. con dentell. fortemente spostata verso l'alto (N. 248 f). Uno dei due esempl. (molto più raro), appartenendo alla prima fila del foglio, manca della parte con "Poste Italiane - cent. 25". Foto.;;1;0;0;0;0;0;;;;;;;;€ 125,00;;;;;;0;;;;;0248f;;
19127;283;;1929;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Imperiale cent. 50, quartina nella quale i 2 esempl. inferiori hanno stampa evanescente ed incompleta (N. 251 b). Catal. € 210,00++.;;1;0;0;0;0;0;;;;;;;;€ 75,00;;;;;;0;;;;;0251b;;
19128;284;;1929;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Montecassino (N. 262/ 68). Catal. € 125,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0262;;
19129;285;;1930;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Virgilio compl. (N. 282/ 90 + PA 21/ 24). Catal. € 1.000,00.;;1;0;0;0;0;0;;;;;;;;€ 325,00;;;;;;0;;;;;0282;;
19130;286;;1930;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Virgilio compl. (N. 282/ 90 + PA 21/ 24). Catal. € 400,00.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;0282;;
19131;287;;1930;;ITALIA REGNO;;;;;;Usato;;1;Virgilio solo posta ordinaria (N. 282/ 90), annulli da verificare, probabilmente postumi. Catal. € 1.050,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0282;;
19132;288;;1931;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;S. Antonio (N. 292/ 98). Catal. € 100,00.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;;0292;;
19133;289;;1931;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;S. Antonio cent. 75 dent. 12 (N. 299), splendida qualità e centratura. Catal. € 900,00+. Foto.;;1;0;0;0;0;0;;;;;;;;€ 320,00;;;;;;0;;;;;0299;;
19134;290;;1932;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Dante Alighieri compl. compreso P. Aerea L. 100 (N. 303/ 14 + PA 26/ 31 + PA 41). Catal. € 740,00.;;1;0;0;0;0;0;;;;;;;;€ 245,00;;;;;;0;;;;;0303;;
19135;291;;1932;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Dante Alighieri compl. compreso P. Aerea L. 100 (N. 303/ 14 + PA 26/ 31 + PA 41). Catal. € 296,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0303;;
19151;307;;1941;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Imitazione di guerra, realizzata in Gran Bretagna, del cent. 25 (N. 454). Rara, citata sul catal. Enciclopedico che nel 2003 la valuta € 1.000,00. Leggera piega diagonale. Foto.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0454;;
19152;308;;1917;;ITALIA REGNO;;;;Posta aerea;;Nuovo senza linguella;;1;N. 1 + N. 2. Catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 45,00;;;;;;0;;;;;0001;;
19153;309;;1926/28;;ITALIA REGNO;;;;Posta aerea;;Nuovo senza linguella;;1;Effigie del Re, 7 val. (N. 2 A/ 7). Catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0002A;;
19154;310;;1926/28;;ITALIA REGNO;;;;Posta aerea;;Nuovo con linguella;;1;Effigie del Re, 7 val. (N. 2 A/ 7). Catal. € 120,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0002A;;
19155;311;;1933;;ITALIA REGNO;;;;Posta aerea;;Nuovo con linguella;;1;Zeppelin (PA 45/ 50), catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0045;;
19156;312;;1933;;ITALIA REGNO;;;;Posta aerea;;Nuovo senza linguella;;1;Trittico L. 44,75 (PA 52 F), sigla I - Dini. Ottima qualità, catal. € 400,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0052F;;
19157;313;;1934;;ITALIA REGNO;;;;Posta aerea;;Nuovo con linguella;;1;Volo Roma - Mogadiscio (PA 83/ 88). Catal. € 80,00.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;0083;;
19158;314;;1930;;ITALIA REGNO;;;;Posta aerea;;Nuovo senza linguella;;1;Il Giorno dell'Ala, 3 differenti etichette erinnofile. Non comuni.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;99999;;
19159;315;;1903/33;;ITALIA REGNO;;;;Espresso;;Nuovo con linguella;;1;Tutti gli esemplari emessi (N. 1/ 7 + 9/ 16). Catal. € 116,50 calcolando tutti di medriocre centratura anche se molti sono discreta centratura.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0001;;
19354;485;;1918;;OCCUPAZIONI STRANIERE I;;Occupazione austriaca del Friuli;;Segnatasse;;Nuovo con linguella;;1;Occupazione Austriaca del Friuli - Segnatasse - Cent. 6 su 5 h e cent. 11 su 10 h dent. 11 1/2 (N. 1a/ 2 a). Linguella leggera. Catal. € 260,00.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0001a;;
19355;;;1918;;TERRE REDENTE;;Venezia Tridentina;;;;Nuovo senza linguella;;1;Venezia Tridentina - Cent. 5 con soprast. Capovolta (N. 21 aa), firmato Fiecchi. Catal. € 225,00.;;1;0;0;0;0;0;;;;;;;;€ 65,00;;;;;;0;;;;;0021a;;
19356;487;;1918;;TERRE REDENTE;;Trentino;;;;Nuovo senza linguella;;1;Trentino - Leoni cent. 10 con soprast. capovolta (N. 22 aa), firmato G. Oliva. Catal. € 330,00.;;1;0;0;0;0;0;;;;;;;;€ 110,00;;;;;;0;;;;;0022aa;;
19357;488;;1918;;TERRE REDENTE;;Trentino;;;;Nuovo senza linguella;;1;Trentino - Leoni cent. 10 con doppia soprast. (N. 22 b). Timbrino peritale + firma G. Oliva. Catal. € 240,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0022b;;
19358;489;;1918;;TERRE REDENTE;;Venezia Giulia;;;;Nuovo con linguella;;1;Venezia Giulia - Coppia 6 h nella quale un esemplare ha soprastampa senza punto dopo "XI" (N. 3 + N. 3 o). Catal. € 180,00++.;;1;0;0;0;0;0;;;;;;;;€ 55,00;;;;;;0;;;;;0003o;;
19359;490;;1918;;TERRE REDENTE;;Venezia Giulia;;;;Nuovo senza linguella;;1;Venezia Giulia - 12 h con doppia soprastampa (N. 5 b), splendido, catal. € 105,00+.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;;0005b;;
19360;491;;1918;;TERRE REDENTE;;Venezia Giulia;;;;Nuovo senza linguella;;1;Venezia Giulia - 25 h (N. 8) con la varietà di soprast. Non catalogata "ultima - a - di Italia molto incompleta".;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0008;;
19361;492;;1918;;TERRE REDENTE;;Venezia Giulia;;;;Usato;;1;Venezia Giulia - I 4 alti valori della serie (N. 10 + 15/ 17), ottima qualità, certific. Sorani. Catal. € 3.650,00 - sottoquotati. Foto.;;1;0;0;0;0;0;;;;;;;;€ 1100,00;;;;;;0;;;;;0010;;
19362;493;;1918;;TERRE REDENTE;;Venezia Giulia;;;;Usato;;1;Venezia Giulia - 50 h, senza lo spazio fra "Regno" e "d'" (N. 11 n). Catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 45,00;;;;;;0;;;;;0011n;;
19363;494;;1918/19;;TERRE REDENTE;;Venezia Giulia;;;;Nuovo con linguella;;1;Venezia Giulia - Floreale cent. 1 (N. 19), soprast. fortemente spostata verso destra - a cavallo.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;0019;;
19364;495;;1918/19;;TERRE REDENTE;;Venezia Giulia;;;;Usato;;1;Venezia Giulia - Floreale o Michetti soprast. (N. 19/ 29), la serie compl. in quartina. Tutti i valori con annullo centrale "Trieste 23/ 11/ 19". Rara, impercettibile imperfezione sul N. 19. Catal. € 1.400,00++. Foto.;;1;0;0;0;0;0;;;;;;;;€ 450,00;;;;;;0;;;;;0019;;
19365;496;;1918/19;;TERRE REDENTE;;Venezia Giulia;;;;Usato;;1;Venezia Giulia - Floreale cent. 1 con soprast. fortemente spostata in senso verticale - Giulia Venezia - (N. 19 d). Catal. € 65,00.;;1;0;0;0;0;0;;;;;;;;€ 20,00;;;;;;0;;;;;0019d;;
19160;316;;1903;;ITALIA REGNO;;;;Espresso;;Nuovo con linguella;;1;Effigie cent. 25 non dentellato (N. 1 a). Catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0001a;;
